Orthogroup	HART001	HART027	HART058	HART060	HART061	HART062	HART063	HART067	HART068	N1523	N9750	Total
OG0000457	3	4	3	1	3	3	3	3	1	10	1	35
OG0000458	4	4	2	4	3	3	4	4	4	2	1	35
OG0000459	3	3	3	3	3	3	4	4	3	3	3	35
OG0000460	4	4	3	2	3	3	5	4	2	1	4	35
OG0000461	5	2	2	3	2	2	6	5	3	1	4	35
OG0000462	4	3	3	3	3	4	4	4	3	1	3	35
OG0000463	4	2	3	3	3	2	4	4	4	1	4	34
OG0000464	5	3	2	2	3	2	5	5	2	3	2	34
OG0000465	4	3	2	3	2	2	4	4	3	3	4	34
OG0000466	3	3	3	3	3	3	4	3	3	3	3	34
OG0000467	3	3	3	3	3	3	3	3	3	4	3	34
OG0000468	4	4	3	0	4	4	4	4	2	3	2	34
OG0000469	3	3	3	2	3	3	6	4	3	1	3	34
OG0000470	3	3	3	4	3	3	3	3	4	3	2	34
OG0000471	3	3	3	3	3	3	5	3	3	2	3	34
OG0000472	5	3	2	3	2	2	5	4	3	2	3	34
OG0000473	3	3	3	3	3	4	4	2	3	3	3	34
OG0000474	4	3	4	2	4	4	4	3	2	2	2	34
OG0000475	3	2	4	3	3	4	4	4	4	1	2	34
OG0000476	2	3	3	3	3	3	3	3	3	5	3	34
OG0000477	4	4	2	3	3	3	5	4	2	1	3	34
OG0000478	4	3	3	3	3	3	3	4	3	2	3	34
OG0000479	3	2	3	4	3	3	3	3	4	2	4	34
OG0000480	3	3	3	3	3	3	3	3	3	4	3	34
OG0000481	3	3	2	4	2	2	3	3	4	4	4	34
OG0000482	4	4	3	3	4	4	4	4	2	0	2	34
OG0000483	4	3	1	4	2	2	4	4	3	4	3	34
OG0000484	3	3	1	5	4	1	5	4	5	1	2	34
OG0000485	3	3	3	3	3	3	3	3	3	4	3	34
OG0000486	4	5	3	2	2	2	3	5	4	1	3	34
OG0000487	4	2	4	2	3	4	4	4	2	2	3	34
OG0000488	3	2	3	4	2	3	3	3	3	3	5	34
OG0000489	3	3	3	3	3	3	3	3	3	4	3	34
OG0000490	4	2	4	2	3	3	4	3	4	2	3	34
OG0000491	3	4	3	3	3	2	4	4	4	0	4	34
OG0000492	3	3	3	3	3	3	3	3	4	2	3	33
OG0000493	3	3	3	3	3	3	3	3	3	3	3	33
OG0000494	2	2	2	5	2	2	2	2	2	8	4	33
OG0000495	3	3	3	3	3	3	3	3	3	3	3	33
OG0000496	3	4	3	3	3	3	4	3	2	2	3	33
OG0000497	4	3	2	2	4	4	4	4	2	2	2	33
OG0000498	4	4	2	3	3	3	4	2	3	2	3	33
OG0000499	4	3	4	1	5	6	6	2	0	1	1	33
OG0000500	3	3	3	3	3	3	3	3	3	3	3	33
OG0000501	2	3	3	3	4	3	4	2	3	2	4	33
OG0000502	4	4	4	1	4	4	4	4	2	1	1	33
OG0000503	3	3	4	3	4	4	3	2	2	2	3	33
OG0000504	3	3	3	3	3	3	3	3	3	3	3	33
OG0000505	4	3	3	3	4	3	4	4	2	2	1	33
OG0000506	3	3	3	3	3	4	4	2	2	3	3	33
OG0000507	3	3	3	3	3	3	4	3	3	2	3	33
OG0000508	3	3	3	3	3	3	3	3	3	3	3	33
OG0000509	3	3	3	3	3	3	3	3	3	3	3	33
OG0000510	3	4	3	3	2	4	3	2	4	2	3	33
OG0000511	3	3	2	3	3	3	3	3	3	4	3	33
OG0000512	3	3	3	3	3	3	3	3	3	3	3	33
OG0000513	3	3	3	3	3	3	3	3	3	3	3	33
OG0000514	3	4	3	2	4	3	3	4	3	1	3	33
OG0000515	3	3	3	3	3	3	4	3	3	2	3	33
OG0000516	3	3	3	3	3	3	4	3	3	2	3	33
OG0000517	3	3	3	3	3	3	3	3	3	3	3	33
OG0000518	3	3	3	3	3	3	4	3	3	2	3	33
OG0000519	3	3	3	3	3	3	3	3	2	5	2	33
OG0000520	4	2	2	4	3	3	4	3	3	2	3	33
OG0000521	3	3	3	3	3	3	3	3	3	2	3	32
OG0000522	3	3	3	3	3	3	3	3	3	2	3	32
OG0000523	3	3	3	3	3	3	3	3	3	3	2	32
OG0000524	3	3	3	3	3	3	3	3	3	2	3	32
OG0000525	3	3	3	3	3	3	3	3	3	2	3	32
OG0000526	3	3	3	2	3	3	3	3	3	3	3	32
OG0000527	3	3	3	3	3	3	3	3	3	2	3	32
OG0000528	3	2	3	3	3	3	3	3	3	3	3	32
OG0000529	3	3	3	3	3	3	3	3	3	2	3	32
OG0000530	3	3	3	3	3	3	4	3	3	1	3	32
OG0000531	3	3	3	3	3	3	3	3	3	2	3	32
OG0000532	3	3	3	3	3	3	3	3	3	2	3	32
OG0000533	2	3	3	3	4	5	2	3	4	1	2	32
OG0000534	3	3	3	3	3	3	3	3	3	2	3	32
OG0000535	3	3	3	3	3	3	3	3	3	2	3	32
OG0000536	3	4	3	3	3	3	5	3	1	2	2	32
OG0000537	3	3	3	3	3	3	3	3	3	2	3	32
OG0000538	3	2	3	2	3	3	4	3	3	4	2	32
OG0000539	3	3	4	2	4	4	3	3	2	2	2	32
OG0000540	6	2	2	1	1	2	8	6	2	1	1	32
OG0000541	3	3	3	3	3	3	3	3	3	2	3	32
OG0000542	3	3	3	3	3	3	4	3	3	1	3	32
OG0000543	4	4	3	3	3	2	3	3	3	2	2	32
OG0000544	3	3	3	3	3	2	3	3	3	2	4	32
OG0000545	3	3	3	3	3	3	3	3	3	2	3	32
OG0000546	3	3	3	3	3	3	3	3	3	2	3	32
OG0000547	3	3	3	3	3	2	4	3	3	2	3	32
OG0000548	3	3	3	3	3	3	3	3	3	2	3	32
OG0000549	3	3	3	3	3	3	3	3	3	2	3	32
OG0000550	3	3	2	3	4	3	3	3	3	2	3	32
OG0000551	3	3	3	3	3	3	3	3	3	2	3	32
OG0000552	3	3	3	3	3	3	3	3	3	2	3	32
OG0000553	3	3	3	3	3	3	3	3	3	2	3	32
OG0000554	3	3	3	3	3	3	3	3	3	2	3	32
OG0000555	3	3	3	3	3	3	3	3	3	2	3	32
OG0000556	3	3	3	3	3	3	3	3	3	2	3	32
OG0000557	3	3	3	3	3	3	4	3	3	1	3	32
OG0000558	3	3	3	3	3	3	3	3	3	2	3	32
OG0000559	3	3	3	3	3	3	3	3	3	2	3	32
OG0000560	3	2	3	3	3	2	3	3	3	4	3	32
OG0000561	3	3	3	3	3	3	3	3	3	2	3	32
OG0000562	3	3	3	3	3	3	3	3	3	2	3	32
OG0000563	4	3	3	3	3	3	4	3	2	2	2	32
OG0000564	3	4	3	3	2	2	3	2	4	2	4	32
OG0000565	3	3	3	3	2	2	4	3	3	3	3	32
OG0000566	3	3	4	2	3	4	4	3	2	2	2	32
OG0000567	4	3	3	1	3	3	4	4	1	5	1	32
OG0000568	3	3	3	2	3	3	3	2	4	2	4	32
OG0000569	3	3	3	3	3	3	3	3	3	2	3	32
OG0000570	3	3	3	3	3	3	3	3	3	2	3	32
OG0000571	3	3	3	3	3	3	3	3	3	2	3	32
OG0000572	3	3	3	3	3	3	3	3	3	2	3	32
OG0000573	3	3	3	3	3	3	3	3	3	2	3	32
OG0000574	3	5	1	2	3	2	5	5	2	3	1	32
OG0000575	3	3	3	3	3	3	3	3	3	2	3	32
OG0000576	3	3	3	3	3	3	4	3	3	1	3	32
OG0000577	3	4	3	3	4	3	3	3	3	0	3	32
OG0000578	3	3	3	3	3	3	4	3	3	1	3	32
OG0000579	3	3	3	3	3	3	3	3	3	3	2	32
OG0000580	3	3	3	3	3	3	3	3	3	2	3	32
OG0000581	3	3	3	3	3	3	3	3	3	3	2	32
OG0000582	5	3	4	1	5	4	5	3	1	1	0	32
OG0000583	3	3	3	3	3	3	3	3	3	2	3	32
OG0000584	3	2	2	3	2	2	7	5	3	1	2	32
OG0000585	3	3	3	3	3	3	3	2	3	3	3	32
OG0000586	6	1	2	2	2	3	6	6	1	2	1	32
OG0000587	3	3	3	3	3	4	3	3	3	1	3	32
OG0000588	3	3	3	3	3	3	3	3	3	2	3	32
OG0000589	3	3	3	3	3	3	3	3	3	2	3	32
OG0000590	3	3	3	3	3	2	4	3	3	2	3	32
OG0000591	3	3	2	3	3	3	4	3	3	2	3	32
OG0000592	3	3	3	3	3	3	3	3	3	2	3	32
OG0000593	4	2	2	4	4	3	4	4	3	2	0	32
OG0000594	4	4	3	1	2	3	4	4	2	4	1	32
OG0000595	0	0	2	1	1	0	0	0	1	26	1	32
OG0000596	3	2	3	2	3	3	3	3	3	3	3	31
OG0000597	6	1	1	1	1	1	8	8	1	1	2	31
OG0000598	2	3	3	3	3	3	3	3	3	2	3	31
OG0000599	3	3	3	3	3	1	3	3	3	3	3	31
OG0000600	3	3	3	2	2	2	3	3	2	6	2	31
OG0000601	3	3	3	1	4	4	4	4	2	2	1	31
OG0000602	3	3	3	3	3	3	3	3	3	1	3	31
OG0000603	3	3	3	3	3	3	3	3	3	1	3	31
OG0000604	3	3	3	3	3	2	3	3	3	2	3	31
OG0000605	2	1	2	2	2	1	2	2	2	13	2	31
OG0000606	3	3	3	2	3	3	3	3	3	2	3	31
OG0000607	3	3	3	3	3	3	3	3	3	1	3	31
OG0000608	3	3	3	3	3	3	3	3	3	1	3	31
OG0000609	3	3	3	2	3	3	3	3	3	2	3	31
OG0000610	3	3	3	3	3	3	3	3	3	1	3	31
OG0000611	3	3	3	3	3	3	3	3	3	1	3	31
OG0000612	3	2	3	3	3	3	3	3	3	2	3	31
OG0000613	3	3	3	3	3	3	3	3	3	1	3	31
OG0000614	3	3	3	2	3	3	3	2	2	5	2	31
OG0000615	3	3	3	3	3	3	3	3	3	1	3	31
OG0000616	3	3	3	3	3	3	3	3	3	1	3	31
OG0000617	3	3	3	3	2	3	3	3	3	2	3	31
OG0000618	3	3	3	3	3	3	3	3	3	1	3	31
OG0000619	3	3	3	3	3	3	3	3	3	1	3	31
OG0000620	3	3	4	3	3	3	3	3	2	2	2	31
OG0000621	3	3	3	3	3	3	3	3	3	1	3	31
OG0000622	3	2	3	3	3	3	3	3	3	2	3	31
OG0000623	3	4	3	3	2	3	3	3	3	2	2	31
OG0000624	3	3	3	3	3	3	3	3	3	1	3	31
OG0000625	4	4	1	2	3	3	4	4	3	1	2	31
OG0000626	2	2	2	3	2	2	3	3	3	7	2	31
OG0000627	3	2	3	3	3	3	3	3	3	2	3	31
OG0000628	3	4	3	3	2	2	4	3	3	1	3	31
OG0000629	3	3	3	3	3	3	3	3	3	1	3	31
OG0000630	3	3	3	3	3	3	3	3	3	1	3	31
OG0000631	3	3	3	3	3	3	3	3	3	1	3	31
OG0000632	3	3	3	3	3	3	3	3	3	1	3	31
OG0000633	3	3	3	3	3	3	3	3	3	1	3	31
OG0000634	3	3	3	3	3	3	3	3	3	1	3	31
OG0000635	4	1	3	2	4	4	4	4	2	2	1	31
OG0000636	3	3	3	3	3	3	3	3	3	1	3	31
OG0000637	3	3	3	3	3	3	3	3	3	1	3	31
OG0000638	3	3	3	3	2	3	3	3	3	2	3	31
OG0000639	3	3	3	3	3	3	3	3	3	1	3	31
OG0000640	2	2	3	1	4	3	4	3	3	3	3	31
OG0000641	3	3	3	3	2	2	3	2	2	5	3	31
OG0000642	3	3	3	2	3	3	3	4	3	1	3	31
OG0000643	3	3	3	3	2	2	3	3	3	3	3	31
OG0000644	3	3	4	2	2	3	4	3	3	2	2	31
OG0000645	3	3	3	3	3	3	3	3	3	1	3	31
OG0000646	3	3	3	2	3	3	3	3	3	2	3	31
OG0000647	4	3	4	3	3	2	4	3	2	2	1	31
OG0000648	3	2	3	3	3	3	3	3	2	3	3	31
OG0000649	3	3	3	3	3	3	3	3	3	1	3	31
OG0000650	3	3	3	3	3	3	3	3	3	1	3	31
OG0000651	3	3	3	3	3	3	3	3	3	2	2	31
OG0000652	3	3	3	3	3	3	3	3	3	2	2	31
OG0000653	3	4	2	1	3	2	4	3	2	5	2	31
OG0000654	3	3	3	2	3	3	3	3	3	2	3	31
OG0000655	3	2	3	2	3	3	3	3	3	3	3	31
OG0000656	3	3	3	3	3	3	4	3	3	2	1	31
OG0000657	4	2	2	2	2	2	9	3	2	1	2	31
OG0000658	3	3	3	3	3	3	3	3	3	1	3	31
OG0000659	3	3	3	3	3	3	3	3	3	1	3	31
OG0000660	3	3	2	3	4	3	4	2	3	3	1	31
OG0000661	3	3	1	3	3	3	4	3	3	2	3	31
OG0000662	3	3	3	3	3	3	3	3	3	1	3	31
OG0000663	3	3	2	3	2	3	3	3	3	3	3	31
OG0000664	3	4	3	2	3	3	4	3	2	2	2	31
OG0000665	3	3	3	2	3	3	3	3	3	3	2	31
OG0000666	3	2	3	3	3	3	3	3	2	3	3	31
OG0000667	3	3	3	3	3	3	3	3	3	1	3	31
OG0000668	3	1	3	3	3	3	3	3	3	3	3	31
OG0000669	3	3	3	2	3	3	3	3	3	2	3	31
OG0000670	3	3	3	3	3	3	3	3	3	1	3	31
OG0000671	3	4	3	3	3	3	3	3	2	2	2	31
OG0000672	3	2	3	3	3	3	3	3	3	2	3	31
OG0000673	3	3	3	3	3	3	3	2	3	2	3	31
OG0000674	3	3	3	3	3	3	3	3	3	1	3	31
OG0000675	3	3	3	2	3	3	3	3	3	2	3	31
OG0000676	4	3	2	2	3	3	4	4	3	1	2	31
OG0000677	3	3	3	3	3	3	3	3	3	1	3	31
OG0000678	3	3	3	2	3	3	3	3	2	4	2	31
OG0000679	3	3	3	3	3	3	3	3	2	2	3	31
OG0000680	3	3	3	3	3	3	3	3	3	1	3	31
OG0000681	3	3	3	2	3	3	3	3	3	2	3	31
OG0000682	3	2	3	3	3	3	3	4	3	2	2	31
OG0000683	3	3	3	3	3	3	3	3	3	1	3	31
OG0000684	5	2	1	3	2	2	5	4	2	2	3	31
OG0000685	3	2	2	2	3	3	3	3	2	6	2	31
OG0000686	3	3	3	3	3	3	3	3	3	1	3	31
OG0000687	3	3	3	3	3	3	3	3	3	1	3	31
OG0000688	2	3	3	3	3	3	3	3	3	2	3	31
OG0000689	3	3	3	3	3	3	3	3	3	1	3	31
OG0000690	3	2	3	3	3	3	3	3	3	2	3	31
OG0000691	3	2	2	3	2	2	3	3	3	5	3	31
OG0000692	4	2	4	2	3	3	6	1	2	2	2	31
OG0000693	2	2	3	3	3	2	2	2	3	6	3	31
OG0000694	3	3	3	3	3	3	3	3	3	1	3	31
OG0000695	3	3	3	3	3	3	3	3	3	1	3	31
OG0000696	2	4	2	2	2	2	4	2	5	2	4	31
OG0000697	3	2	3	3	2	3	3	3	2	4	3	31
OG0000698	3	3	3	3	3	3	3	3	3	1	3	31
OG0000699	3	3	3	3	3	3	3	3	3	1	3	31
OG0000700	3	3	2	3	3	3	3	3	3	2	3	31
OG0000701	3	3	3	3	3	3	3	3	2	2	3	31
OG0000702	3	3	3	3	3	2	3	3	3	2	3	31
OG0000703	3	3	2	2	2	3	4	3	2	5	2	31
OG0000704	3	4	2	4	1	1	6	5	1	3	1	31
OG0000705	8	1	1	0	1	1	9	9	0	1	0	31
OG0000706	3	3	3	3	3	3	3	3	3	1	3	31
OG0000707	3	3	3	3	3	3	3	3	3	1	3	31
OG0000708	3	3	3	3	3	3	3	3	3	1	3	31
OG0000709	2	2	3	2	2	2	3	2	2	8	3	31
OG0000710	3	3	3	4	3	3	4	4	1	1	2	31
OG0000711	2	2	4	2	3	3	4	4	2	3	2	31
OG0000712	2	3	3	3	3	3	3	3	3	1	3	30
OG0000713	3	2	3	3	1	2	4	3	4	1	4	30
OG0000714	3	2	1	3	3	3	3	3	3	3	3	30
OG0000715	3	3	3	2	3	3	3	3	3	1	3	30
OG0000716	3	2	3	2	3	3	3	2	3	3	3	30
OG0000717	3	3	2	3	3	3	3	3	3	1	3	30
OG0000718	3	3	3	2	3	2	3	3	2	4	2	30
OG0000719	3	3	3	3	3	3	3	3	3	0	3	30
OG0000720	3	3	3	3	3	3	3	3	2	2	2	30
OG0000721	3	3	3	2	3	3	3	2	3	2	3	30
OG0000722	4	4	1	3	1	2	4	2	3	2	4	30
OG0000723	3	3	3	1	3	3	3	3	2	5	1	30
OG0000724	3	3	3	2	3	3	4	3	2	2	2	30
OG0000725	3	3	3	3	2	3	3	3	2	2	3	30
OG0000726	3	2	3	3	3	3	3	3	3	1	3	30
OG0000727	1	3	3	3	3	3	4	3	3	1	3	30
OG0000728	3	3	3	2	3	2	3	3	3	2	3	30
OG0000729	3	3	2	2	3	3	3	3	3	3	2	30
OG0000730	3	2	3	3	3	3	3	3	3	1	3	30
OG0000731	3	2	3	3	3	3	3	3	3	1	3	30
OG0000732	3	3	2	3	3	3	3	3	3	2	2	30
OG0000733	5	1	1	1	2	2	5	5	1	4	3	30
OG0000734	3	3	3	3	3	3	3	3	2	1	3	30
OG0000735	3	2	3	3	3	3	3	3	3	1	3	30
OG0000736	3	1	3	3	3	3	3	3	3	2	3	30
OG0000737	3	4	3	3	2	3	2	3	3	2	2	30
OG0000738	3	3	3	2	3	3	3	3	3	1	3	30
OG0000739	3	3	3	3	3	3	3	3	2	1	3	30
OG0000740	3	2	2	3	2	2	3	3	3	4	3	30
OG0000741	3	3	2	3	2	2	3	3	3	3	3	30
OG0000742	2	4	3	3	3	3	3	2	2	2	3	30
OG0000743	3	3	3	3	3	3	3	3	3	2	1	30
OG0000744	3	2	3	3	3	3	3	3	3	1	3	30
OG0000745	3	3	3	3	3	3	3	3	3	1	2	30
OG0000746	3	3	3	2	3	3	3	3	2	2	3	30
OG0000747	3	3	2	3	2	3	2	3	3	2	4	30
OG0000748	3	3	3	3	3	3	3	2	3	1	3	30
OG0000749	3	3	3	3	3	2	3	3	3	1	3	30
OG0000750	3	3	3	3	3	3	3	1	3	2	3	30
OG0000751	3	2	3	3	3	3	3	3	3	1	3	30
OG0000752	3	3	2	3	3	3	3	3	3	2	2	30
OG0000753	3	4	3	2	3	3	3	3	2	1	3	30
OG0000754	3	2	3	3	3	3	3	3	3	1	3	30
OG0000755	3	3	3	3	3	3	3	3	3	2	1	30
OG0000756	3	3	3	3	2	2	3	3	3	2	3	30
OG0000757	3	1	3	3	3	3	2	3	3	3	3	30
OG0000758	4	3	2	2	3	2	4	3	1	3	3	30
OG0000759	3	3	3	3	3	3	3	3	2	1	3	30
OG0000760	2	4	3	3	3	3	2	2	3	2	3	30
OG0000761	3	2	3	3	3	3	3	3	3	1	3	30
OG0000762	3	3	3	3	3	3	3	3	2	2	2	30
OG0000763	3	3	3	3	3	3	2	3	3	1	3	30
OG0000764	3	3	3	2	3	3	3	3	3	2	2	30
OG0000765	3	2	3	2	2	2	3	3	3	6	1	30
OG0000766	3	2	3	3	3	3	3	3	3	1	3	30
OG0000767	3	3	3	2	3	3	3	3	3	1	3	30
OG0000768	3	2	3	3	3	3	3	3	3	1	3	30
OG0000769	3	3	3	3	3	2	3	3	3	1	3	30
OG0000770	2	3	3	3	3	3	3	3	3	1	3	30
OG0000771	4	2	3	0	2	4	5	4	2	2	2	30
OG0000772	3	3	3	3	3	3	3	2	3	2	2	30
OG0000773	2	3	3	3	3	3	3	2	3	1	3	29
OG0000774	3	3	3	3	3	1	3	3	3	1	3	29
OG0000775	3	3	3	2	3	3	4	3	2	1	2	29
OG0000776	3	3	3	3	2	3	3	3	2	2	2	29
OG0000777	3	3	2	2	3	3	3	2	3	2	3	29
OG0000778	2	3	3	3	3	3	3	3	3	1	2	29
OG0000779	3	3	3	2	3	3	3	3	2	2	2	29
OG0000780	2	3	3	2	3	3	2	3	1	5	2	29
OG0000781	3	3	3	1	3	3	3	3	3	1	3	29
OG0000782	3	3	3	3	1	3	3	3	3	1	3	29
OG0000783	2	3	3	3	3	3	3	2	3	1	3	29
OG0000784	3	3	3	2	3	3	3	3	2	2	2	29
OG0000785	3	3	3	2	3	3	3	3	2	2	2	29
OG0000786	3	3	3	2	3	2	3	3	3	2	2	29
OG0000787	3	3	3	2	3	3	3	3	2	2	2	29
OG0000788	2	3	3	4	3	3	2	2	3	1	3	29
OG0000789	3	3	3	2	3	3	3	3	2	2	2	29
OG0000790	3	3	3	2	3	3	3	3	2	2	2	29
OG0000791	3	3	3	2	3	3	3	3	2	2	2	29
OG0000792	3	2	3	3	3	3	3	3	3	0	3	29
OG0000793	2	3	3	3	3	3	3	2	3	1	3	29
OG0000794	3	3	3	1	3	3	3	3	3	1	3	29
OG0000795	3	3	3	2	3	3	3	3	2	2	2	29
OG0000796	3	3	3	3	2	2	3	3	3	1	3	29
OG0000797	3	3	3	3	2	2	3	3	3	1	3	29
OG0000798	3	3	3	3	2	2	3	3	3	1	3	29
OG0000799	3	3	3	3	2	2	3	3	3	1	3	29
OG0000800	1	4	2	3	3	3	4	3	3	1	2	29
OG0000801	3	3	3	3	3	3	3	3	3	1	1	29
OG0000802	3	3	3	2	3	3	2	3	2	2	3	29
OG0000803	3	2	3	3	3	3	3	3	2	1	3	29
OG0000804	3	1	3	3	1	3	4	3	3	2	3	29
OG0000805	4	1	4	3	2	1	4	4	2	1	3	29
OG0000806	3	3	3	2	3	3	3	3	2	2	2	29
OG0000807	3	3	3	3	3	3	3	3	2	2	1	29
OG0000808	2	3	3	1	2	2	5	2	5	1	3	29
OG0000809	3	1	3	3	3	3	3	3	3	2	2	29
OG0000810	3	3	2	3	2	2	3	3	3	2	3	29
OG0000811	3	2	3	3	3	3	2	2	3	2	3	29
OG0000812	3	1	3	3	3	3	3	3	3	1	3	29
OG0000813	2	3	3	3	3	3	3	3	2	1	3	29
OG0000814	3	3	3	2	2	3	4	3	2	2	2	29
OG0000815	3	3	3	2	3	3	3	2	3	1	3	29
OG0000816	3	3	2	2	2	2	3	3	3	3	3	29
OG0000817	3	3	3	2	3	3	3	3	3	1	2	29
OG0000818	2	3	3	3	3	3	2	2	3	2	3	29
OG0000819	3	2	3	2	4	4	3	3	2	1	2	29
OG0000820	3	3	3	2	3	3	3	3	3	1	2	29
OG0000821	3	3	2	3	2	2	3	3	3	2	3	29
OG0000822	3	3	3	3	2	2	2	3	3	2	3	29
OG0000823	3	2	3	3	3	3	3	3	2	2	2	29
OG0000824	3	3	3	2	2	2	3	3	3	2	3	29
OG0000825	3	3	3	2	3	3	3	3	2	2	2	29
OG0000826	3	3	2	3	2	2	2	3	4	2	3	29
OG0000827	3	3	3	2	3	3	3	3	3	1	2	29
OG0000828	4	3	3	2	3	3	4	4	1	1	1	29
OG0000829	3	3	3	3	3	2	3	3	2	1	3	29
OG0000830	1	3	3	2	3	3	3	2	3	3	3	29
OG0000831	3	2	3	3	3	3	3	3	2	2	2	29
OG0000832	2	3	4	2	4	4	3	2	2	1	2	29
OG0000833	3	2	3	3	2	3	3	3	3	1	3	29
OG0000834	1	3	3	3	3	3	3	3	3	1	3	29
OG0000835	3	3	3	1	3	5	3	3	2	2	1	29
OG0000836	4	2	2	2	2	2	5	5	2	1	2	29
OG0000837	3	2	2	3	2	2	5	3	2	2	3	29
OG0000838	3	3	2	3	2	2	3	3	3	2	3	29
OG0000839	3	2	3	3	3	3	4	3	2	1	2	29
OG0000840	2	3	3	2	3	3	3	3	3	2	2	29
OG0000841	3	3	3	3	3	3	3	3	2	2	1	29
OG0000842	3	3	2	3	3	3	3	3	3	1	2	29
OG0000843	3	2	2	3	3	3	3	3	2	2	3	29
OG0000844	3	3	3	2	2	3	3	3	2	2	3	29
OG0000845	2	2	3	2	3	2	2	2	3	4	4	29
OG0000846	2	3	3	3	3	3	2	3	2	2	3	29
OG0000847	5	1	2	2	2	2	5	5	2	1	2	29
OG0000848	3	2	3	1	3	3	3	3	2	3	3	29
OG0000849	3	3	3	2	3	3	3	3	2	1	2	28
OG0000850	2	3	3	3	3	3	2	2	2	2	3	28
OG0000851	3	3	2	3	2	2	3	3	2	3	2	28
OG0000852	4	1	5	2	2	3	4	2	0	4	1	28
OG0000853	3	3	2	3	2	2	3	3	3	1	3	28
OG0000854	4	2	2	3	1	3	5	5	1	1	1	28
OG0000855	3	2	3	2	3	3	3	2	2	3	2	28
OG0000856	2	2	3	3	3	2	2	2	3	3	3	28
OG0000857	3	3	3	2	3	3	3	2	2	2	2	28
OG0000858	3	3	2	3	2	2	3	3	3	1	3	28
OG0000859	2	4	3	2	2	3	2	3	2	2	3	28
OG0000860	3	4	3	2	3	3	3	1	3	1	2	28
OG0000861	2	4	2	2	2	3	5	3	2	1	2	28
OG0000862	3	2	2	3	2	2	4	3	3	2	2	28
OG0000863	3	2	3	2	3	3	3	3	2	2	2	28
OG0000864	3	3	3	2	3	3	3	3	2	1	2	28
OG0000865	3	3	3	2	3	3	3	3	2	1	2	28
OG0000866	3	2	2	2	3	2	3	3	3	2	3	28
OG0000867	3	2	2	3	2	2	3	3	3	2	3	28
OG0000868	3	3	3	2	3	3	3	3	2	1	2	28
OG0000869	3	3	3	2	3	3	4	2	1	2	2	28
OG0000870	3	3	3	2	3	3	3	3	2	1	2	28
OG0000871	2	3	3	2	3	3	2	3	2	2	3	28
OG0000872	3	3	3	2	3	3	3	3	2	1	2	28
OG0000873	4	3	2	3	2	2	3	3	2	2	2	28
OG0000874	4	3	2	1	3	3	4	3	1	2	2	28
OG0000875	3	3	4	0	3	3	3	3	1	4	1	28
OG0000876	3	3	3	2	3	3	3	3	1	2	2	28
OG0000877	3	3	2	3	2	2	3	3	3	1	3	28
OG0000878	3	3	3	2	3	3	3	3	2	1	2	28
OG0000879	2	2	1	4	2	2	2	2	4	3	4	28
OG0000880	3	2	3	3	3	3	3	1	3	1	3	28
OG0000881	3	3	3	2	3	3	3	3	2	1	2	28
OG0000882	2	3	2	2	3	3	3	3	1	4	2	28
OG0000883	3	3	2	2	3	3	3	3	2	2	2	28
OG0000884	3	3	3	2	3	3	3	3	2	1	2	28
OG0000885	3	3	3	2	3	3	3	3	2	1	2	28
OG0000886	3	3	2	2	3	3	3	3	2	1	3	28
OG0000887	2	3	3	3	3	3	3	2	2	1	3	28
OG0000888	3	3	3	3	2	2	3	3	2	2	2	28
OG0000889	2	3	3	3	3	3	2	2	3	2	2	28
OG0000890	4	4	2	2	2	2	4	2	2	2	2	28
OG0000891	3	3	2	2	3	3	3	3	2	2	2	28
OG0000892	3	3	3	3	2	3	3	3	3	1	1	28
OG0000893	3	1	2	3	2	3	3	3	3	2	3	28
OG0000894	2	3	3	2	3	3	2	2	3	2	3	28
OG0000895	3	2	3	3	2	2	3	3	3	1	3	28
OG0000896	2	2	3	3	3	3	2	2	3	2	3	28
OG0000897	2	3	3	3	3	3	3	0	3	2	3	28
OG0000898	3	3	3	2	3	3	3	3	2	1	2	28
OG0000899	3	2	3	3	3	3	3	3	1	1	3	28
OG0000900	2	2	3	3	3	3	2	3	3	1	3	28
OG0000901	3	3	3	2	3	3	3	3	2	1	2	28
OG0000902	3	2	3	2	3	3	3	3	2	2	2	28
OG0000903	2	3	3	2	3	3	3	3	3	1	2	28
OG0000904	2	2	2	3	2	2	3	3	3	3	3	28
OG0000905	3	3	3	2	3	3	3	3	2	2	1	28
OG0000906	3	3	4	2	3	3	2	1	2	2	3	28
OG0000907	3	3	3	2	3	3	3	3	2	1	2	28
OG0000908	2	2	3	2	4	3	3	1	2	5	1	28
OG0000909	3	1	2	2	4	4	4	4	0	3	1	28
OG0000910	3	4	2	2	3	3	2	2	2	3	2	28
OG0000911	3	3	3	3	3	2	3	2	3	1	2	28
OG0000912	3	3	3	2	3	3	3	3	2	1	2	28
OG0000913	3	2	3	2	3	3	3	3	2	1	3	28
OG0000914	2	3	2	3	3	2	3	2	2	2	3	27
OG0000915	3	3	3	2	1	3	3	3	2	1	3	27
OG0000916	3	2	2	3	2	2	3	3	3	1	3	27
OG0000917	3	3	2	3	2	2	3	3	3	1	2	27
OG0000918	2	3	3	2	3	3	3	3	2	1	2	27
OG0000919	3	3	3	2	3	2	3	2	2	1	3	27
OG0000920	3	2	3	2	3	3	3	2	2	2	2	27
