Morus	tissue	TPM_bato
Morus_000680-R1	ML	0
Morus_000680-R1	YL	0
Morus_000682-R1	ML	14.40319
Morus_000682-R1	YL	34.592245
Morus_000685-R1	ML	10.621408
Morus_000685-R1	YL	22.151117
Morus_000688-R1	ML	0
Morus_000688-R1	YL	7.822466
Morus_000689-R1	ML	47.910067
Morus_000689-R1	YL	91.093877
Morus_000690-R1	ML	3.703411
Morus_000690-R1	YL	4.23548
Morus_000691-R1	ML	0
Morus_000691-R1	YL	6.630941
Morus_000698-R1	ML	0
Morus_000698-R1	YL	0
Morus_000699-R1	ML	3.891606
Morus_000699-R1	YL	0
Morus_000701-R1	ML	28.080957
Morus_000701-R1	YL	10.45616
Morus_000703-R1	ML	43.207726
Morus_000703-R1	YL	956.480798
Morus_000710-R1	ML	0
Morus_000710-R1	YL	0
Morus_000713-R1	ML	1372.902108
Morus_000713-R1	YL	2144.165911
Morus_000717-R1	ML	156.559815
Morus_000717-R1	YL	43.818822
Morus_000719-R1	ML	42.672138
Morus_000719-R1	YL	63.948558
Morus_000720-R1	ML	16.917357
Morus_000720-R1	YL	70.136044
Morus_000721-R1	ML	0
Morus_000721-R1	YL	0
Morus_000722-R1	ML	22.20403
Morus_000722-R1	YL	3.627726
Morus_000723-R1	ML	11.265893
Morus_000723-R1	YL	10.02125
Morus_000724-R1	ML	15.972253
Morus_000724-R1	YL	34.250602
Morus_000725-R1	ML	95.947218
Morus_000725-R1	YL	129.683226
Morus_000728-R1	ML	142.137509
Morus_000728-R1	YL	113.286532
Morus_000730-R1	ML	22.022024
Morus_000730-R1	YL	173.016389
Morus_000731-R1	ML	61.910638
Morus_000731-R1	YL	43.899313
Morus_000734-R1	ML	115.202222
Morus_000734-R1	YL	146.178881
Morus_000736-R1	ML	0
Morus_000736-R1	YL	0
Morus_000737-R1	ML	153.849323
Morus_000737-R1	YL	143.294947
Morus_000740-R1	ML	22.114069
Morus_000740-R1	YL	9.032571
Morus_000742-R1	ML	45.960069
Morus_000742-R1	YL	25.375316
Morus_000745-R1	ML	0
Morus_000745-R1	YL	0
Morus_000746-R1	ML	111.199513
Morus_000746-R1	YL	311.043826
Morus_000747-R1	ML	0.963286
Morus_000747-R1	YL	0
Morus_000752-R1	ML	2.162658
Morus_000752-R1	YL	7.4201
Morus_000753-R1	ML	6.179467
Morus_000753-R1	YL	10.600907
Morus_000754-R1	ML	0
Morus_000754-R1	YL	8.184708
Morus_000755-R1	ML	1907.24476
Morus_000755-R1	YL	56.628833
Morus_000756-R1	ML	0
Morus_000756-R1	YL	0
Morus_000757-R3	ML	2.065775
Morus_000757-R3	YL	2.362566
Morus_000759-R1	ML	388.631615
Morus_000759-R1	YL	211.121514
Morus_000761-R1	ML	66.433968
Morus_000761-R1	YL	183.162553
Morus_000762-R1	ML	0
Morus_000762-R1	YL	0
Morus_000763-R1	ML	14.004308
Morus_000763-R1	YL	14.168272
Morus_000764-R1	ML	77.790597
Morus_000764-R1	YL	54.426735
Morus_000766-R1	ML	175.980518
Morus_000766-R1	YL	90.221637
Morus_000767-R1	ML	2.664523
Morus_000767-R1	YL	6.094671
Morus_000768-R1	ML	39.898013
Morus_000768-R1	YL	51.194818
Morus_000774-R1	ML	38.905974
Morus_000774-R1	YL	57.208625
Morus_000777-R1	ML	0
Morus_000777-R1	YL	0
Morus_000778-R1	ML	4.429862
Morus_000778-R1	YL	1.51989
Morus_000779-R1	ML	1.747575
Morus_000779-R1	YL	7.994598
Morus_000780-R1	ML	0
Morus_000780-R1	YL	0
Morus_000783-R1	ML	0
Morus_000783-R1	YL	0
Morus_000784-R1	ML	51.280917
Morus_000784-R1	YL	53.062884
Morus_000785-R1	ML	102.193872
Morus_000785-R1	YL	83.091583
Morus_000786-R1	ML	5.232491
Morus_000786-R1	YL	7.181092
Morus_000788-R1	ML	0
Morus_000788-R1	YL	0
Morus_000789-R1	ML	1.382511
Morus_000789-R1	YL	9.48682
Morus_000796-R1	ML	43.840597
Morus_000796-R1	YL	123.557263
Morus_000799-R1	ML	0
Morus_000799-R1	YL	0
Morus_000800-R1	ML	18.179337
Morus_000800-R1	YL	22.819569
Morus_000802-R1	ML	24.980854
Morus_000802-R1	YL	13.993398
Morus_000803-R1	ML	0
Morus_000803-R1	YL	0
Morus_000804-R1	ML	2.855226
Morus_000804-R1	YL	158.917926
Morus_000805-R1	ML	0
Morus_000805-R1	YL	0
Morus_000807-R1	ML	0
Morus_000807-R1	YL	0
Morus_000811-R1	ML	0
Morus_000811-R1	YL	0
Morus_000812-R1	ML	2.743794
Morus_000812-R1	YL	0
Morus_000816-R1	ML	0
Morus_000816-R1	YL	0
Morus_000817-R1	ML	24.256504
Morus_000817-R1	YL	31.440296
Morus_000818-R1	ML	0
Morus_000818-R1	YL	2.414912
Morus_000819-R1	ML	0
Morus_000819-R1	YL	0
Morus_000827-R1	ML	1.520762
Morus_000827-R1	YL	2.608876
Morus_000828-R1	ML	0
Morus_000828-R1	YL	0
Morus_000829-R1	ML	13.285471
Morus_000829-R1	YL	3.038839
Morus_000830-R1	ML	0
Morus_000830-R1	YL	0
Morus_000831-R1	ML	0
Morus_000831-R1	YL	0
Morus_000832-R1	ML	45.453629
Morus_000832-R1	YL	10.396791
Morus_000836-R1	ML	0
Morus_000836-R1	YL	12.863064
Morus_000840-R1	ML	18.599659
Morus_000840-R1	YL	41.024326
Morus_000843-R1	ML	8.299081
Morus_000843-R1	YL	11.864263
Morus_000844-R1	ML	27.254845
Morus_000844-R1	YL	15.585275
Morus_000851-R1	ML	1470.985281
Morus_000851-R1	YL	169.944806
Morus_000852-R1	ML	595.57333
Morus_000852-R1	YL	113.389202
Morus_000854-R1	ML	1.343531
Morus_000854-R1	YL	4.609667
Morus_000856-R1	ML	201.586697
Morus_000856-R1	YL	125.275306
Morus_000857-R1	ML	23.789875
Morus_000857-R1	YL	44.698477
Morus_000858-R1	ML	4.068833
Morus_000858-R1	YL	72.903304
Morus_000859-R1	ML	2.351179
Morus_000859-R1	YL	5.377945
Morus_000861-R1	ML	67.942806
Morus_000861-R1	YL	96.35315
Morus_000862-R1	ML	33.554228
Morus_000862-R1	YL	9.136897
Morus_000863-R1	ML	0
Morus_000863-R1	YL	0
Morus_000864-R1	ML	77.178462
Morus_000864-R1	YL	24.518527
Morus_000865-R1	ML	0
Morus_000865-R1	YL	0
Morus_000867-R1	ML	0
Morus_000867-R1	YL	0
Morus_000869-R1	ML	0
Morus_000869-R1	YL	26.774961
Morus_000873-R1	ML	1.514318
Morus_000873-R1	YL	5.195642
Morus_000874-R1	ML	1.251766
Morus_000874-R1	YL	10.02125
Morus_000879-R1	ML	27.490704
Morus_000879-R1	YL	35.274478
Morus_000880-R1	ML	49.691006
Morus_000880-R1	YL	79.067988
Morus_000882-R1	ML	0
Morus_000882-R1	YL	0
Morus_000884-R1	ML	1.698436
Morus_000884-R1	YL	2.589933
Morus_000885-R1	ML	3.061063
Morus_000885-R1	YL	8.752117
Morus_000886-R1	ML	14.656698
Morus_000886-R1	YL	10.057456
Morus_000889-R1	ML	13.806624
Morus_000889-R1	YL	1.214633
Morus_000894-R1	ML	150.956956
Morus_000894-R1	YL	64.087899
Morus_000895-R1	ML	0
Morus_000895-R1	YL	0
Morus_000897-R1	ML	0
Morus_000897-R1	YL	0
Morus_000898-R1	ML	11.825464
Morus_000898-R1	YL	2.080681
Morus_000899-R1	ML	7.547606
Morus_000899-R1	YL	0
Morus_000900-R1	ML	35.80341
Morus_000900-R1	YL	151.80458
Morus_000902-R1	ML	10.908177
Morus_000902-R1	YL	11.22782
Morus_000905-R1	ML	0
Morus_000905-R1	YL	0
Morus_000907-R1	ML	0
Morus_000907-R1	YL	0
Morus_000908-R1	ML	0
Morus_000908-R1	YL	0
Morus_000910-R1	ML	81.401876
Morus_000910-R1	YL	141.545271
Morus_000911-R1	ML	0
Morus_000911-R1	YL	0
Morus_000912-R1	ML	36.515562
Morus_000912-R1	YL	27.84117
Morus_000914-R1	ML	401.862422
Morus_000914-R1	YL	29.070959
Morus_000916-R1	ML	34.803381
Morus_000916-R1	YL	8.845241
Morus_000917-R1	ML	0
Morus_000917-R1	YL	0
Morus_000919-R1	ML	0
Morus_000919-R1	YL	0
Morus_000920-R1	ML	0
Morus_000920-R1	YL	0
Morus_000921-R1	ML	0
Morus_000921-R1	YL	0
Morus_000923-R1	ML	512.949036
Morus_000923-R1	YL	12.22176
Morus_000924-R1	ML	3.316744
Morus_000924-R1	YL	1210.050173
Morus_000925-R1	ML	0
Morus_000925-R1	YL	0
Morus_000930-R1	ML	4.226838
Morus_000930-R1	YL	9.668216
Morus_000931-R1	ML	28.349789
Morus_000931-R1	YL	37.335351
Morus_000936-R1	ML	0
Morus_000936-R1	YL	0
Morus_000937-R1	ML	5.562322
Morus_000937-R1	YL	19.084382
Morus_000940-R1	ML	1232.087681
Morus_000940-R1	YL	120.86046
Morus_000942-R1	ML	0
Morus_000942-R1	YL	0
Morus_000943-R1	ML	0
Morus_000943-R1	YL	1.052734
Morus_000944-R1	ML	8.168666
Morus_000944-R1	YL	11.677824
Morus_000946-R1	ML	0
Morus_000946-R1	YL	5.179183
Morus_000948-R1	ML	0
Morus_000948-R1	YL	0
Morus_000952-R1	ML	5.360687
Morus_000952-R1	YL	10.218096
Morus_000957-R1	ML	0
Morus_000957-R1	YL	41.677518
Morus_000959-R1	ML	61.724521
Morus_000959-R1	YL	12.163472
Morus_000966-R1	ML	0
Morus_000966-R1	YL	0
Morus_000967-R1	ML	0
Morus_000967-R1	YL	0
Morus_000973-R1	ML	0
Morus_000973-R1	YL	0
Morus_000974-R1	ML	0
Morus_000974-R1	YL	0
Morus_000977-R1	ML	0
Morus_000977-R1	YL	0
Morus_000981-R1	ML	0
Morus_000981-R1	YL	0
Morus_000982-R2	ML	0
Morus_000982-R2	YL	1.239496
Morus_000983-R1	ML	51.762158
Morus_000983-R1	YL	6.297748
Morus_000984-R1	ML	0
Morus_000984-R1	YL	1.710142
Morus_000996-R1	ML	0
Morus_000996-R1	YL	0
Morus_001006-R1	ML	574.727537
Morus_001006-R1	YL	363.528419
Morus_001017-R1	ML	0
Morus_001017-R1	YL	0
Morus_001026-R1	ML	0
Morus_001026-R1	YL	0
Morus_001027-R1	ML	0
Morus_001027-R1	YL	0
Morus_001028-R1	ML	89.244288
Morus_001028-R1	YL	76.549516
Morus_001031-R1	ML	7.742063
Morus_001031-R1	YL	16.443822
Morus_001034-R1	ML	0
Morus_001034-R1	YL	0
Morus_001038-R1	ML	87.953951
Morus_001038-R1	YL	103.014164
Morus_001042-R1	ML	0
Morus_001042-R1	YL	0
Morus_001046-R1	ML	0
Morus_001046-R1	YL	0
Morus_001049-R1	ML	61.044223
Morus_001049-R1	YL	36.232816
Morus_001052-R1	ML	0
Morus_001052-R1	YL	0
Morus_001059-R1	ML	0
Morus_001059-R1	YL	0
Morus_001062-R1	ML	0
Morus_001062-R1	YL	0
Morus_001063-R1	ML	0
Morus_001063-R1	YL	0
Morus_001070-R1	ML	9.193033
Morus_001070-R1	YL	102.509517
Morus_001083-R1	ML	0
Morus_001083-R1	YL	0
Morus_001085-R1	ML	0
Morus_001085-R1	YL	0
Morus_001088-R1	ML	99.144764
Morus_001088-R1	YL	56.386327
Morus_001107-R1	ML	2.74907
Morus_001107-R1	YL	14.148133
Morus_001111-R1	ML	0
Morus_001111-R1	YL	0
Morus_001119-R1	ML	0
Morus_001119-R1	YL	0
Morus_001122-R1	ML	0
Morus_001122-R1	YL	0
Morus_001124-R1	ML	0
Morus_001124-R1	YL	1.178728
Morus_001127-R1	ML	0
Morus_001127-R1	YL	0
Morus_001129-R1	ML	0
Morus_001129-R1	YL	0
Morus_001130-R1	ML	0
Morus_001130-R1	YL	0
Morus_001139-R1	ML	0
Morus_001139-R1	YL	0
Morus_001147-R1	ML	0
Morus_001147-R1	YL	0
Morus_001153-R1	ML	5.885812
Morus_001153-R1	YL	3.365714
Morus_001157-R1	ML	0
Morus_001157-R1	YL	0
Morus_001163-R1	ML	1.275216
Morus_001163-R1	YL	0
Morus_001165-R1	ML	0
Morus_001165-R1	YL	0.639881
Morus_001168-R1	ML	0
Morus_001168-R1	YL	0
Morus_001170-R1	ML	0
Morus_001170-R1	YL	0
Morus_001171-R2	ML	21.195469
Morus_001171-R2	YL	57.908156
Morus_001191-R1	ML	0
Morus_001191-R1	YL	0
Morus_001194-R1	ML	121.423246
Morus_001194-R1	YL	71.563946
Morus_001205-R1	ML	74.400542
Morus_001205-R1	YL	1.760476
Morus_001211-R1	ML	0
Morus_001211-R1	YL	0
Morus_001226-R1	ML	15.746053
Morus_001226-R1	YL	32.157659
Morus_001245-R1	ML	76.20585
Morus_001245-R1	YL	81.143705
Morus_001250-R1	ML	1.621227
Morus_001250-R1	YL	3.708297
Morus_001252-R1	ML	0
Morus_001252-R1	YL	0
Morus_001255-R1	ML	0
Morus_001255-R1	YL	0
Morus_001256-R1	ML	81.891907
Morus_001256-R1	YL	228.39242
Morus_001257-R1	ML	2.414724
Morus_001257-R1	YL	2.761648
Morus_001259-R1	ML	0
Morus_001259-R1	YL	0
Morus_001264-R1	ML	0
Morus_001264-R1	YL	0
Morus_001266-R1	ML	0
Morus_001266-R1	YL	0
Morus_001267-R1	ML	0
Morus_001267-R1	YL	0
Morus_001277-R1	ML	61.394935
Morus_001277-R1	YL	110.091046
Morus_001283-R1	ML	0
Morus_001283-R1	YL	0
Morus_001284-R1	ML	0
Morus_001284-R1	YL	0
Morus_001285-R1	ML	0
Morus_001285-R1	YL	7.907596
Morus_001286-R1	ML	0
Morus_001286-R1	YL	0
Morus_001289-R1	ML	6.971462
Morus_001289-R1	YL	52.454292
Morus_001290-R1	ML	0
Morus_001290-R1	YL	0
Morus_001291-R1	ML	0
Morus_001291-R1	YL	0.590002
Morus_001313-R1	ML	0
Morus_001313-R1	YL	0
Morus_001324-R1	ML	0
Morus_001324-R1	YL	0
Morus_001325-R1	ML	0
Morus_001325-R1	YL	0
Morus_001345-R1	ML	0
Morus_001345-R1	YL	36.09986
Morus_001348-R1	ML	0
Morus_001348-R1	YL	0
Morus_001353-R1	ML	1.614543
Morus_001353-R1	YL	6.647417
Morus_001354-R1	ML	1.600802
Morus_001354-R1	YL	3.66158
Morus_001356-R1	ML	148.225054
Morus_001356-R1	YL	633.257081
Morus_001358-R1	ML	2.872438
Morus_001358-R1	YL	7.665283
Morus_001360-R1	ML	0
Morus_001360-R1	YL	0
Morus_001361-R1	ML	19.717471
Morus_001361-R1	YL	1.989731
Morus_001362-R1	ML	0
Morus_001362-R1	YL	0
Morus_001364-R1	ML	30.867681
Morus_001364-R1	YL	297.325022
Morus_001365-R1	ML	0
Morus_001365-R1	YL	0
Morus_001366-R1	ML	2.859033
Morus_001366-R1	YL	0
Morus_001369-R1	ML	0
Morus_001369-R1	YL	0
Morus_001370-R1	ML	0
Morus_001370-R1	YL	0
Morus_001371-R1	ML	0
Morus_001371-R1	YL	0
Morus_001372-R1	ML	0
Morus_001372-R1	YL	0
Morus_001373-R1	ML	67.723579
Morus_001373-R1	YL	49.193395
Morus_001381-R1	ML	0
Morus_001381-R1	YL	0
Morus_001384-R1	ML	5.394402
Morus_001384-R1	YL	86.371831
Morus_001385-R1	ML	0
Morus_001385-R1	YL	0
Morus_001386-R1	ML	3.041525
Morus_001386-R1	YL	3.478501
Morus_001390-R1	ML	1.630627
Morus_001390-R1	YL	1.8649
Morus_001391-R1	ML	0
Morus_001391-R1	YL	0.541894
Morus_001394-R1	ML	601.675003
Morus_001394-R1	YL	9.853714
Morus_001395-R1	ML	24.384079
Morus_001395-R1	YL	19.172547
Morus_001396-R3	ML	85.683117
Morus_001396-R3	YL	41.877443
Morus_001398-R1	ML	5.442322
Morus_001398-R1	YL	24.896884
Morus_001399-R1	ML	0
Morus_001399-R1	YL	0
Morus_001400-R1	ML	0
Morus_001400-R1	YL	0
Morus_001402-R1	ML	0
Morus_001402-R1	YL	8.441801
Morus_001403-R1	ML	5.471086
Morus_001403-R1	YL	54.526308
Morus_001405-R1	ML	39.890446
Morus_001405-R1	YL	14.209978
Morus_001407-R1	ML	95.469708
Morus_001407-R1	YL	31.092659
Morus_001408-R1	ML	1.306688
Morus_001408-R1	YL	14.944199
Morus_001411-R1	ML	15.654451
Morus_001411-R1	YL	16.116165
Morus_001412-R1	ML	1289.7857080000001
Morus_001412-R1	YL	14.167204
Morus_001413-R1	ML	48.423512
Morus_001413-R1	YL	22.620213
Morus_001414-R1	ML	3.036679
Morus_001414-R1	YL	1.736479
Morus_001417-R1	ML	227.265387
Morus_001417-R1	YL	0
Morus_001418-R1	ML	43.465033
Morus_001418-R1	YL	392.153959
Morus_001419-R1	ML	12108.846732
Morus_001419-R1	YL	13978.948318
Morus_001421-R1	ML	88.407994
Morus_001421-R1	YL	150.502186
Morus_001422-R1	ML	64.061326
Morus_001422-R1	YL	138.389484
Morus_001423-R1	ML	2.183579
Morus_001423-R1	YL	1101.306812
Morus_001424-R1	ML	45.703906
Morus_001424-R1	YL	46.877233
Morus_001425-R1	ML	223.124061
Morus_001425-R1	YL	107.162335
Morus_001428-R1	ML	0
Morus_001428-R1	YL	13.523951
Morus_001429-R1	ML	5.314188
Morus_001429-R1	YL	15.194195
Morus_001431-R1	ML	4.113717
Morus_001431-R1	YL	0
Morus_001436-R3	ML	105.78423
Morus_001436-R3	YL	82.562216
Morus_001437-R1	ML	11.685422
Morus_001437-R1	YL	22.273779
Morus_001438-R1	ML	0
Morus_001438-R1	YL	0
Morus_001440-R1	ML	123.988687
Morus_001440-R1	YL	80.285041
Morus_001443-R1	ML	0
Morus_001443-R1	YL	0
Morus_001444-R1	ML	0
Morus_001444-R1	YL	0
Morus_001445-R1	ML	2.179141
Morus_001445-R1	YL	0
Morus_001446-R1	ML	2.984377
Morus_001446-R1	YL	3.413143
Morus_001449-R1	ML	0
Morus_001449-R1	YL	0
Morus_001450-R1	ML	0
Morus_001450-R1	YL	0
Morus_001452-R2	ML	0
Morus_001452-R2	YL	0
Morus_001453-R1	ML	0
Morus_001453-R1	YL	0
Morus_001454-R1	ML	0.756758
Morus_001454-R1	YL	0
Morus_001455-R1	ML	0
Morus_001455-R1	YL	0
Morus_001456-R1	ML	19.58242
Morus_001456-R1	YL	41.59225
Morus_001457-R1	ML	11.203108
Morus_001457-R1	YL	5.125064
Morus_001458-R1	ML	0
Morus_001458-R1	YL	0
Morus_001459-R1	ML	93.968226
Morus_001459-R1	YL	83.459694
Morus_001461-R1	ML	0
Morus_001461-R1	YL	0
Morus_001472-R1	ML	1.332262
Morus_001472-R1	YL	1.523668
Morus_001473-R1	ML	0
Morus_001473-R1	YL	1.175338
Morus_001474-R1	ML	4.294992
Morus_001474-R1	YL	4.093379
Morus_001478-R1	ML	84.687004
Morus_001478-R1	YL	65.860714
Morus_001480-R1	ML	0
Morus_001480-R1	YL	0
Morus_001484-R1	ML	0
Morus_001484-R1	YL	0
Morus_001485-R1	ML	0
Morus_001485-R1	YL	0
Morus_001486-R3	ML	0
Morus_001486-R3	YL	0
Morus_001487-R1	ML	6.993721
Morus_001487-R1	YL	6.398808
Morus_001488-R1	ML	0
Morus_001488-R1	YL	0
Morus_001489-R1	ML	1.238749
Morus_001489-R1	YL	1.41672
Morus_001490-R1	ML	0
Morus_001490-R1	YL	0
Morus_001491-R1	ML	0
Morus_001491-R1	YL	0
Morus_001493-R1	ML	0
Morus_001493-R1	YL	0
Morus_001497-R1	ML	6.497803
Morus_001497-R1	YL	72.45559
Morus_001498-R1	ML	0
Morus_001498-R1	YL	3.64932
Morus_001500-R1	ML	0
Morus_001500-R1	YL	0
Morus_001502-R1	ML	0
Morus_001502-R1	YL	0
Morus_001503-R1	ML	0
Morus_001503-R1	YL	0
Morus_001504-R2	ML	0
Morus_001504-R2	YL	0
Morus_001506-R1	ML	0
Morus_001506-R1	YL	0
Morus_001507-R1	ML	559.665548
Morus_001507-R1	YL	204.697859
Morus_001508-R1	ML	0
Morus_001508-R1	YL	0
Morus_001511-R1	ML	33.357181
Morus_001511-R1	YL	46.764038
Morus_001513-R1	ML	0
Morus_001513-R1	YL	0
Morus_001515-R1	ML	0
Morus_001515-R1	YL	3.128986
Morus_001516-R1	ML	501.204606
Morus_001516-R1	YL	42.371372
Morus_001518-R1	ML	0
Morus_001518-R1	YL	0
Morus_001519-R1	ML	7.03041
Morus_001519-R1	YL	5.360313
Morus_001520-R1	ML	0
Morus_001520-R1	YL	0
Morus_001521-R1	ML	0
Morus_001521-R1	YL	0
Morus_001522-R1	ML	0
Morus_001522-R1	YL	0
Morus_001527-R1	ML	0
Morus_001527-R1	YL	1.737402
Morus_001531-R1	ML	0
Morus_001531-R1	YL	0
Morus_001534-R6	ML	146.189741
Morus_001534-R6	YL	102.385186
Morus_001535-R1	ML	0
Morus_001535-R1	YL	0.64366
Morus_001536-R1	ML	0
Morus_001536-R1	YL	0
Morus_001537-R1	ML	238.693326
Morus_001537-R1	YL	34.463401
Morus_001538-R1	ML	15.389533
Morus_001538-R1	YL	21.511781
Morus_001539-R1	ML	0
Morus_001539-R1	YL	11.470267
Morus_001542-R1	ML	0
Morus_001542-R1	YL	6.957002
Morus_001545-R1	ML	23.174758
Morus_001545-R1	YL	44.638782
Morus_001546-R1	ML	62.366971
Morus_001546-R1	YL	259.030496
Morus_001552-R1	ML	0
Morus_001552-R1	YL	0.936903
Morus_001553-R1	ML	14.717055
Morus_001553-R1	YL	22.441941
Morus_001554-R1	ML	2.214588
Morus_001554-R1	YL	3.165948
Morus_001555-R1	ML	40.527533
Morus_001555-R1	YL	12.640944
Morus_001564-R1	ML	143.621898
Morus_001564-R1	YL	201.487441
Morus_001565-R1	ML	1.423538
Morus_001565-R1	YL	15.629352
Morus_001569-R1	ML	0
Morus_001569-R1	YL	2.066872
Morus_001571-R1	ML	3.050178
Morus_001571-R1	YL	10.465191
Morus_001572-R1	ML	6.20989
Morus_001572-R1	YL	4.261239
Morus_001573-R1	ML	0
Morus_001573-R1	YL	0
Morus_001574-R1	ML	2.64236
Morus_001574-R1	YL	0
Morus_001575-R1	ML	0
Morus_001575-R1	YL	0
Morus_001579-R1	ML	7.651293
Morus_001579-R1	YL	2.916852
Morus_001580-R1	ML	0
Morus_001580-R1	YL	0
Morus_001581-R1	ML	50.743491
Morus_001581-R1	YL	0
Morus_001582-R1	ML	0
Morus_001582-R1	YL	0
Morus_001585-R1	ML	69.553222
Morus_001585-R1	YL	62.084634
Morus_001586-R1	ML	26.212885
Morus_001586-R1	YL	274.69031
Morus_001587-R1	ML	0
Morus_001587-R1	YL	0
Morus_001588-R1	ML	189.59415
Morus_001588-R1	YL	522.794047
Morus_001589-R1	ML	217.891884
Morus_001589-R1	YL	105.30895
Morus_001590-R1	ML	6.044468
Morus_001590-R1	YL	5.184658
Morus_001591-R1	ML	0
Morus_001591-R1	YL	0
Morus_001593-R1	ML	0
Morus_001593-R1	YL	0
Morus_001594-R1	ML	44.330804
Morus_001594-R1	YL	25.002648
Morus_001596-R1	ML	41.189462
Morus_001596-R1	YL	70.660732
Morus_001597-R1	ML	0
Morus_001597-R1	YL	0
Morus_001598-R1	ML	0
Morus_001598-R1	YL	0
Morus_001599-R1	ML	15.394795
Morus_001599-R1	YL	27.66746
Morus_001600-R1	ML	241.145297
Morus_001600-R1	YL	222.512917
Morus_001601-R1	ML	0
Morus_001601-R1	YL	0
Morus_001602-R2	ML	8.226737
Morus_001602-R2	YL	2.213806
Morus_001606-R3	ML	1.823363
Morus_001606-R3	YL	9.383966
Morus_001609-R1	ML	11.512886
Morus_001609-R1	YL	108.627277
Morus_001611-R1	ML	0
Morus_001611-R1	YL	0
Morus_001612-R1	ML	4.267214
Morus_001612-R1	YL	2.440142
Morus_001619-R1	ML	0
Morus_001619-R1	YL	0
Morus_001620-R1	ML	0.793294
Morus_001620-R1	YL	6.35087
Morus_001621-R1	ML	0
Morus_001621-R1	YL	1.818571
Morus_001622-R1	ML	1.690735
Morus_001622-R1	YL	5.80093
Morus_001624-R1	ML	5.004142
Morus_001624-R1	YL	1.907696
Morus_001626-R1	ML	0
Morus_001626-R1	YL	0
Morus_001634-R1	ML	0
Morus_001634-R1	YL	0
Morus_001635-R3	ML	0
Morus_001635-R3	YL	0
Morus_001638-R1	ML	36.398077
Morus_001638-R1	YL	17.14069
Morus_001639-R1	ML	18.311485
Morus_001639-R1	YL	69.109582
Morus_001641-R1	ML	18.897187
Morus_001641-R1	YL	30.511267
Morus_001642-R1	ML	0
Morus_001642-R1	YL	0
Morus_001644-R1	ML	0
Morus_001644-R1	YL	1.236683
Morus_001645-R1	ML	199.405605
Morus_001645-R1	YL	284.814383
Morus_001646-R1	ML	0
Morus_001646-R1	YL	0
Morus_001648-R1	ML	4.229339
Morus_001648-R1	YL	4.836969
Morus_001649-R1	ML	0
Morus_001649-R1	YL	0
Morus_001651-R1	ML	0
Morus_001651-R1	YL	0
Morus_001654-R1	ML	1.597225
Morus_001654-R1	YL	13.700241
Morus_001655-R1	ML	0.717989
Morus_001655-R1	YL	2.463428
Morus_001657-R1	ML	186.894712
Morus_001657-R1	YL	379.529284
Morus_001658-R1	ML	0
Morus_001658-R1	YL	0
Morus_001660-R1	ML	424.621229
Morus_001660-R1	YL	610.94958
Morus_001662-R1	ML	4.093104
Morus_001662-R1	YL	10.532612
Morus_001663-R1	ML	76.895105
Morus_001663-R1	YL	140.708208
Morus_001664-R1	ML	23.97326
Morus_001664-R1	YL	22.340185
Morus_001667-R1	ML	1.157503
Morus_001667-R1	YL	2.647604
Morus_001668-R1	ML	620.504469
Morus_001668-R1	YL	653.059856
Morus_001670-R1	ML	0
Morus_001670-R1	YL	0
Morus_001672-R1	ML	90.492337
Morus_001672-R1	YL	144.740737
Morus_001673-R1	ML	7.861686
Morus_001673-R1	YL	2.997058
Morus_001674-R1	ML	11.956923
Morus_001674-R1	YL	9.116517
Morus_001675-R1	ML	128.361504
Morus_001675-R1	YL	128.566786
Morus_001676-R1	ML	3.95076
Morus_001676-R1	YL	11.295915
Morus_001677-R1	ML	3.64983
Morus_001677-R1	YL	18.088204
Morus_001678-R1	ML	191.584702
Morus_001678-R1	YL	147.725537
Morus_001679-R1	ML	0
Morus_001679-R1	YL	0
Morus_001681-R1	ML	80.371295
Morus_001681-R1	YL	80.316913
Morus_001682-R1	ML	0
Morus_001682-R1	YL	0
Morus_001683-R1	ML	1.098783
Morus_001683-R1	YL	2.51329
Morus_001684-R2	ML	7.830286
Morus_001684-R2	YL	16.231416
Morus_001686-R1	ML	71.019279
Morus_001686-R1	YL	4.641293
Morus_001689-R1	ML	489.829285
Morus_001689-R1	YL	167.894695
Morus_001690-R1	ML	1.722309
Morus_001690-R1	YL	0
Morus_001691-R1	ML	10.160588
Morus_001691-R1	YL	17.877478
Morus_001693-R1	ML	1.611631
Morus_001693-R1	YL	7.372696
Morus_001694-R1	ML	1.423821
Morus_001694-R1	YL	8.141909
Morus_001696-R1	ML	28.538444
Morus_001696-R1	YL	11.868569
Morus_001697-R1	ML	83.434822
Morus_001697-R1	YL	48.983247
Morus_001700-R1	ML	0
Morus_001700-R1	YL	51.328111
Morus_001703-R1	ML	43.209571
Morus_001703-R1	YL	37.06312
Morus_001707-R2	ML	0
Morus_001707-R2	YL	0
Morus_001708-R1	ML	45.496608
Morus_001708-R1	YL	49.016697
Morus_001709-R1	ML	0
Morus_001709-R1	YL	5.771917
Morus_001712-R1	ML	4.358282
Morus_001712-R1	YL	0
Morus_001714-R1	ML	0
Morus_001714-R1	YL	0
Morus_001716-R1	ML	48.504725
Morus_001716-R1	YL	65.940082
Morus_001718-R1	ML	0
Morus_001718-R1	YL	9.116517
Morus_001719-R1	ML	62.069604
Morus_001719-R1	YL	9.202038
Morus_001720-R1	ML	0
