Orthogroup	d
OG0000340	binding:protein binding; protein kinase activity; ATP binding; protein phosphorylation; receptor serine/threonine kinase binding
OG0000341	catalytic activity:hydrolase activity, acting on ester bonds; phospholipid catabolic process
OG0000342	catalytic activity:proteolysis; membrane; serine-type endopeptidase activity
OG0000344	binding:protein binding; nucleic acid binding; ATP binding; RNA helicase activity
OG0000345	catalytic activity:hydrolase activity, acting on ester bonds
OG0000346	binding; unknown:recognition of pollen; protein kinase activity; ATP binding; protein phosphorylation; protein serine/threonine kinase activity; plasma membrane
OG0000348	catalytic activity:protein serine/threonine phosphatase activity; protein dephosphorylation
OG0000349	binding:translation initiation factor activity; translational initiation
OG0000350	carbohydrate metabolism:fructose-bisphosphate aldolase activity; glycolytic process
OG0000351	binding:microtubule; microtubule-based process; GTP binding
OG0000352	binding:protein kinase activity; ATP binding; protein phosphorylation; protein tyrosine kinase activity
OG0000353	transport:transmembrane transporter activity; membrane; transmembrane transport; carbohydrate transmembrane transporter activity
OG0000354	carbohydrate metabolism; binding:ATP binding; carbohydrate metabolic process; intracellular glucose homeostasis; hexokinase activity; glucose binding; glucokinase activity; mitochondrion; cytosol; glucose metabolic process; glycolytic process; fructokinase activity; carbohydrate phosphorylation; glucose 6-phosphate metabolic process
OG0000355	catalytic activity:shikimate 3-dehydrogenase (NADP+) activity; chorismate biosynthetic process; shikimate metabolic process; 3-dehydroquinate dehydratase activity
OG0000356	signaling:nucleus; hormone-mediated signaling pathway; positive regulation of DNA-templated transcription
OG0000357	binding:methionine adenosyltransferase activity; S-adenosylmethionine biosynthetic process; ATP binding
OG0000361	unknown:protein ubiquitination; Cul4A-RING E3 ubiquitin ligase complex; membrane
OG0000362	binding; unknown:protein binding; plasma membrane; membrane
OG0000363	carbohydrate metabolism:sucrose alpha-glucosidase activity; mitochondrion; sucrose catabolic process; glycopeptide alpha-N-acetylgalactosaminidase activity; carbohydrate metabolic process; chloroplast
OG0000364	signaling:DNA-binding transcription factor activity; regulation of DNA-templated transcription; ethylene-activated signaling pathway; DNA binding
OG0000365	binding; catalytic activity:protein binding; nucleus; histone methyltransferase activity; zinc ion binding; histone H3K4 methyltransferase activity; Set1C/COMPASS complex
OG0000367	binding:protein binding; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NAD binding
OG0000368	binding:DNA binding; DNA-binding transcription factor activity; lipid binding
OG0000369	catalytic activity:UDP-glycosyltransferase activity; quercetin 3-O-glucosyltransferase activity; quercetin 7-O-glucosyltransferase activity
OG0000370	catalytic activity:histone deacetylase complex; histone deacetylase activity; cytoplasm; NA; epigenetic regulation of gene expression
OG0000371	binding:ubiquitin-dependent protein catabolic process; polyubiquitin modification-dependent protein binding; VCP-NPL4-UFD1 AAA ATPase complex; ERAD pathway
OG0000372	catalytic activity:cytoplasm; endosome; trans-Golgi network; methyltransferase activity
OG0000373	carbohydrate metabolism:cytoplasm; carbohydrate metabolic process; glycogen catabolic process; glycogen phosphorylase activity; pyridoxal phosphate binding
OG0000374	carbohydrate metabolism:cytosol; fructose metabolic process; fructokinase activity; chloroplast stroma
OG0000375	transport:membrane; transmembrane transporter activity; transmembrane transport
OG0000376	transport:GTPase activity; GTP binding; intracellular protein transport
OG0000377	catalytic activity:diacylglycerol O-acyltransferase activity; glycerolipid biosynthetic process; plasma membrane; O-acyltransferase activity; triglyceride biosynthetic process
OG0000378	binding:NADH pyrophosphatase activity; ADP-ribose diphosphatase activity; NAD binding
OG0000379	transport:chloride transport; chloride transmembrane transporter activity; membrane; transmembrane transport; plant-type vacuole membrane; intracellular membrane-bounded organelle; nitrate:proton symporter activity
OG0000380	binding:protein binding
OG0000381	unknown:nucleus; cytoplasm
OG0000383	catalytic activity; unknown:catalytic activity; phospholipase D activity; plasma membrane; phospholipid catabolic process
OG0000384	binding:nucleotide binding; P-type calcium transporter activity; plasma membrane; ATPase-coupled monoatomic cation transmembrane transporter activity; intracellular membrane-bounded organelle
OG0000385	binding:GTPase activity; GTP binding
OG0000386	catalytic activity:ubiquitin-protein transferase activity; nucleus; protein ubiquitination
OG0000387	binding; unknown:zinc ion binding; regulation of DNA-templated transcription
OG0000388	binding:protein binding; protein kinase activity; ATP binding; protein phosphorylation
OG0000390	binding; immune/defense:ADP binding; defense response; defense response to other organism; protein binding
OG0000391	binding:protein binding
OG0000392	carbohydrate metabolism:membrane; cellulose synthase (UDP-forming) activity; cellulose biosynthetic process
OG0000393	binding:nucleic acid binding; intracellular membrane-bounded organelle
OG0000394	binding:lipid binding
OG0000396	catalytic activity:O-methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity
OG0000397	catalytic activity:peroxidase activity; response to oxidative stress; cytosol
OG0000400	catalytic activity:oxidoreductase activity; (S)-2-hydroxy-acid oxidase activity; peroxisome
OG0000401	catalytic activity:UDP-glucosyltransferase activity; UDP-glycosyltransferase activity
OG0000402	carbohydrate metabolism; binding:cytoplasm; actin filament organization; establishment or maintenance of cell polarity; actin cytoskeleton; cell migration; actin filament binding; actin filament bundle assembly; polysaccharide catabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
OG0000403	catalytic activity:oxidoreductase activity
OG0000404	binding:peroxidase activity; response to oxidative stress; heme binding
OG0000405	binding; unknown:protein binding; plasma membrane
OG0000406	unknown; transport:chloroplast envelope; response to UV-B; developmental process; auxin polar transport
OG0000407	transport:membrane; transmembrane transporter activity; transmembrane transport
OG0000408	binding:GTPase activity; GTP binding
OG0000409	binding:actin binding; actin cytoskeleton; actin filament depolymerization
OG0000410	binding:RNA binding; nucleic acid binding
OG0000411	binding:ATP-dependent peptidase activity; serine-type endopeptidase activity; protein quality control for misfolded or incompletely synthesized proteins; endopeptidase Clp complex; ATPase binding
OG0000412	binding:protein kinase activity; protein phosphorylation; protein binding; ATP binding; plasma membrane; protein tyrosine kinase activity; receptor serine/threonine kinase binding
OG0000413	catalytic activity:ubiquitin conjugating enzyme activity
OG0000415	binding; unknown:carbohydrate metabolic process; chitin binding; chitinase activity; extracellular region; chitin catabolic process
OG0000416	binding:protein binding
OG0000417	carbohydrate metabolism:alpha-mannosidase activity; mannose metabolic process; carbohydrate metabolic process; carbohydrate binding; Golgi membrane; N-glycan processing; protein deglycosylation
OG0000418	catalytic activity:polygalacturonase activity; carbohydrate metabolic process
OG0000419	binding:nucleosome; DNA binding; nucleosome assembly; double-stranded DNA binding; nucleus; chromosome condensation; nucleosomal DNA binding; negative regulation of DNA recombination
OG0000420	transport:channel activity; membrane; transmembrane transport
OG0000421	binding:plasma membrane; protein kinase activity; ATP binding; protein phosphorylation; protein binding; protein tyrosine kinase activity
OG0000422	catalytic activity:methyltransferase activity; cytoplasm; endosome; trans-Golgi network
OG0000423	binding:peroxidase activity; response to oxidative stress; heme binding
OG0000424	binding:signal transduction; defense response; ADP binding; protein binding
OG0000425	binding:protein binding
OG0000426	catalytic activity:polygalacturonase activity; carbohydrate metabolic process
OG0000429	unknown:endomembrane system organization
OG0000430	binding:iron ion binding; lipid biosynthetic process
OG0000431	signaling; binding:chloroplast; chloroplast-nucleus signaling pathway; mitochondria-nucleus signaling pathway; mRNA binding; mitochondrion; RNA processing; mitochondrion organization; protein binding
OG0000433	unknown:root development; shoot system development
OG0000434	catalytic activity:hydrolase activity; protein serine/threonine phosphatase activity
OG0000435	catalytic activity:UDP-glycosyltransferase activity; quercetin 3-O-glucosyltransferase activity; quercetin 7-O-glucosyltransferase activity
OG0000436	catalytic activity:Golgi apparatus; glycosyltransferase activity; mannan synthase activity
OG0000437	transport; binding:protein binding; protein import into nucleus; nuclear import signal receptor activity
OG0000438	binding:monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding
OG0000439	binding:protein binding; receptor serine/threonine kinase binding; protein kinase activity; ATP binding; protein phosphorylation
OG0000440	catalytic activity:Golgi apparatus; O-acetyltransferase activity; transferase activity
OG0000441	transport:membrane; transmembrane transport
